target,prediction
3.355239332861179036e-01,4.254415792812622499e-01
2.978687625214164747e-01,4.698593315760115074e-01
4.503451393265526237e-01,4.764234619941253857e-01
3.861273736271224610e-01,4.474655810593733407e-01
3.202694731439583720e-01,3.451283049148283211e-01
2.811660696120003022e-01,2.893008284592218926e-01
2.609299097094321951e-01,1.198423884783763049e-01
2.553537837604276106e-01,2.326177168575154219e-01
3.244093576283468838e-01,2.221930583004398940e-01
2.636905974137082054e-01,1.379157152943621956e-01
4.226975811007461781e-01,2.436712754373470124e-01
3.617744433128436965e-01,2.023776163993067367e-01
2.687457738282116315e-01,1.317847521609431527e-01
2.371298081952420977e-01,1.901647253202458643e-01
2.220279614653297151e-01,1.699593203309292533e-01
2.199477638924806910e-01,2.040269192810935106e-01
2.395542998052767603e-01,1.983826548834917158e-01
2.491456042896287859e-01,2.368923781797588890e-01
2.405767756330265961e-01,2.654666725571439567e-01
2.275186408392297910e-01,1.634042843177615500e-01
2.054225279241964353e-01,1.185374027066335989e-01
1.870468578147262972e-01,1.830219569800100032e-01
2.296651060480862927e-01,2.058681170901570101e-01
2.457732651854906136e-01,2.311488656494666283e-01
2.467520142799176919e-01,2.026266814003289674e-01
2.048536919128848277e-01,1.381957163650205378e-01
2.970351689341246271e-01,2.340590034892046090e-01
2.832528280698326517e-01,2.263919303787941817e-01
2.311617308034513985e-01,2.619382862400329581e-01
1.990814342995399222e-01,1.606508068161386360e-01
1.965680597226088233e-01,1.255949080018668451e-01
2.932045076332484568e-01,2.497969193094671803e-01
2.706565913609036422e-01,2.071685785486067077e-01
2.843482555538313639e-01,2.639852515875629746e-01
2.266224427865961288e-01,2.692998771770583333e-01
3.727264480666190316e-01,3.121284666107972949e-01
3.575118200665913237e-01,3.217395523236722399e-01
3.445785850718604548e-01,3.484913687927790882e-01
2.843151702907238398e-01,3.583551028261331983e-01
2.577262107623370380e-01,3.781606124864124174e-01
4.021901378721447484e-01,3.815265981253310179e-01
3.249747634237915017e-01,3.983027655972248837e-01
3.937551693840279921e-01,4.123371314068526861e-01
4.591349612948979475e-01,4.223691995950277223e-01
4.339651879235691956e-01,4.341699884423341205e-01
5.444278912431279593e-01,4.483853060708545279e-01
4.012388597214044950e-01,3.867879118724854015e-01
3.244678549047819160e-01,3.318917533097197614e-01
4.742897714610816440e-01,4.219005519052078101e-01
3.885120862212844139e-01,3.421741503785501459e-01
3.524636423655361783e-01,3.733004067642027302e-01
3.748969791729158674e-01,3.909920561119535898e-01
5.656668767465393710e-01,4.041710434490995985e-01
4.574890692059466746e-01,3.876747126895747630e-01
3.771297298701054013e-01,3.085143886944868852e-01
3.245695076768952969e-01,3.790567568309533564e-01
2.872661401833034311e-01,3.899616210958935514e-01
2.583171397918382350e-01,2.991165555962148059e-01
2.640087600358524966e-01,3.877851790676902777e-01
3.101301132257866522e-01,3.979749159151648730e-01
3.197309197898858812e-01,4.102657377075710210e-01
5.198331930627125841e-01,4.198628587995646422e-01
3.941182413102142235e-01,4.119812479729433874e-01
3.291250695728888953e-01,4.345493569473355966e-01
2.814830100325121931e-01,3.396874840690211617e-01
2.729124774735354197e-01,3.259288655515947264e-01
2.365141089276684427e-01,3.965476163139080579e-01
2.946886431029018816e-01,3.779470017736498155e-01
3.784425510682488669e-01,4.050520810334723443e-01
3.845465775755227966e-01,3.986650143629995591e-01
3.729916868871898661e-01,3.794279684114682527e-01
3.463796615849206173e-01,4.220200874719033934e-01
4.838789092337001385e-01,4.395831944745833830e-01
3.326920154675321872e-01,3.423240462261064598e-01
2.853094476735014151e-01,4.328110089896342050e-01
4.308489190190544216e-01,4.338685203947802993e-01
3.089934208838631680e-01,3.284532008669454606e-01
3.934727983447743327e-01,4.188132775013257980e-01
3.378506313064826294e-01,3.672764947577330519e-01
2.985222714426341017e-01,3.680490071517197870e-01
2.438449025754482746e-01,2.838329111784281267e-01
3.229482600409347981e-01,3.445606495292220517e-01
2.807603806946454839e-01,3.833554697570727976e-01
2.468206637498434330e-01,3.141650325234676133e-01
4.976745717087454057e-01,3.705517866991830944e-01
3.362979777649909296e-01,3.624451328522692028e-01
3.884901575983582545e-01,3.841004716630097016e-01
3.031316524250548539e-01,3.579487817222226087e-01
3.568614946258186205e-01,4.071256687777063399e-01
2.657800716712421796e-01,3.552245922322964100e-01
3.224900300004251985e-01,4.114041386520745358e-01
4.151623226866982819e-01,3.977231850890073361e-01
3.048846958201795188e-01,4.056806810086397430e-01
4.771004555526665580e-01,4.330187276865520296e-01
4.585048567346078352e-01,4.437062341632433959e-01
4.836606944806542963e-01,4.598403907661450241e-01
3.430474169038725263e-01,3.504004364496454138e-01
2.733795072027227491e-01,2.850037112897160774e-01
2.527563813554377647e-01,3.458071584607659288e-01
3.174064609242347457e-01,3.550990144984382257e-01
3.060614323136510162e-01,3.136175606642430114e-01
2.697250456452312539e-01,2.712555657718757063e-01
2.994382955787754375e-01,3.262756469309979201e-01
4.593036246775688003e-01,3.419655957579439409e-01
4.356600120987196290e-01,3.334701911270755437e-01
3.192952973750379231e-01,3.600216544860642132e-01
2.519075299319282757e-01,3.775697050459669857e-01
2.987695788172944900e-01,3.917966604752101123e-01
3.198134815965149036e-01,4.058394690594526732e-01
3.310029303271296297e-01,4.209164514402649049e-01
2.929187765730828508e-01,4.281736974561505260e-01
2.411101554094795540e-01,3.228485456667913311e-01
3.109703669548978811e-01,3.960369949174964987e-01
2.811242485321608919e-01,3.783919780994297599e-01
2.734669252131273209e-01,3.418252694180909934e-01
3.563366739271913719e-01,3.934306072162255807e-01
5.130798025049615463e-01,3.989674850370495962e-01
5.300288945298676779e-01,4.157167979784496814e-01
4.447906469548266184e-01,3.989780406377557709e-01
4.070418244443321232e-01,4.158780136622979295e-01
3.018925845981551559e-01,4.083511529283225805e-01
2.957135751787771660e-01,4.144100070984932938e-01
2.901027118056973553e-01,4.310061322545765128e-01
3.178061521938947420e-01,4.437958868339193508e-01
2.742906345659281708e-01,3.412245323234768257e-01
3.604191103752981684e-01,4.357395485223382048e-01
5.413979564071593753e-01,4.296335428286861546e-01
4.307070717159809936e-01,4.370955143674261634e-01
3.692045264376219160e-01,4.337860623141117644e-01
3.606059614301830862e-01,4.616720052259705720e-01
4.069717690222267592e-01,4.556281457897961573e-01
4.227228998640923940e-01,4.785938356212249278e-01
6.446339795077822288e-01,4.709859749630896375e-01
4.435439188369016961e-01,4.951116578585911809e-01
3.735415699955562108e-01,4.623091895226113524e-01
3.397387682179558444e-01,3.728824032343061035e-01
4.799809884326106113e-01,4.609845839907728005e-01
3.726604305484885193e-01,4.059212002592227919e-01
5.161151291632105620e-01,4.433618977971005570e-01
5.858532858021369139e-01,4.411988232773343399e-01
5.245098069043985234e-01,4.343738170340087912e-01
4.856371505135494981e-01,4.303864391894760000e-01
3.648633374027215881e-01,3.428688930062708806e-01
3.935347302817314707e-01,4.367979677999667132e-01
3.338557009710307888e-01,4.319819948775649454e-01
5.451711017763724021e-01,4.366289029865975113e-01
4.370536367439332714e-01,4.462339934247190332e-01
5.968454634127859926e-01,4.602303782250281583e-01
4.448197432597407186e-01,3.669906094875237113e-01
4.438465376737938950e-01,4.577460119256736015e-01
4.155776216131712442e-01,4.562377713454782713e-01
3.202432156873619706e-01,4.529596267013577537e-01
3.303936318385508608e-01,3.917781013557554148e-01
3.624428795874429232e-01,4.199530819141999993e-01
2.909271241396440555e-01,3.300986312797830613e-01
4.259900444938592434e-01,4.170737991317726712e-01
6.447385757232457770e-01,4.181517012263662458e-01
4.641882971182434980e-01,4.276528371078152091e-01
4.639447533691141157e-01,4.300820963255392315e-01
5.240804897702057152e-01,4.388384887526487477e-01
4.250628657551054346e-01,4.189521687845317310e-01
3.428479343212887942e-01,4.284770749607518248e-01
3.392787481588376286e-01,4.419104453467465055e-01
2.800582283636579572e-01,4.486882226939882812e-01
3.383160986426734240e-01,4.577910441712331746e-01
4.963818031159517030e-01,4.729538245650588002e-01
6.090524483979936621e-01,4.735307669381856877e-01
5.858592643590825322e-01,4.794848949699138663e-01
5.919006605798092790e-01,4.944639556513332201e-01
4.764748868090457057e-01,4.813306076501644437e-01
4.553175978288798165e-01,4.973112898565733020e-01
3.953296441563551866e-01,4.941348528029944620e-01
4.452328053925119766e-01,5.128636754310299528e-01
4.511474699275250799e-01,5.198493696914150419e-01
3.577242396713028461e-01,4.295452344128751765e-01
5.437274547473167630e-01,5.006583074858373950e-01
6.691694593383178402e-01,5.031720788861937521e-01
7.215634537825611483e-01,5.040292119278562133e-01
5.590858180602803484e-01,4.851745239036469592e-01
5.906273258397554127e-01,5.043649995520306240e-01
5.610518567254274558e-01,5.139723512772176317e-01
4.208851426495052728e-01,4.165009192453626996e-01
6.021910591567914972e-01,4.940158599683917018e-01
4.632983066628032498e-01,5.018863539532648632e-01
5.705369176151708910e-01,5.022968758357211350e-01
6.032330734853831311e-01,5.122609311068496707e-01
8.032027320361881939e-01,5.248437602066051699e-01
6.205967733281213539e-01,4.967282659258611122e-01
5.527888696438401084e-01,5.003685710171881240e-01
5.476535383557569192e-01,4.958272177783484280e-01
4.259827760706549338e-01,5.145332238938491454e-01
5.648539557998905059e-01,5.172361379049029706e-01
5.663693642849209064e-01,5.055974970566774473e-01
5.375326649268238333e-01,4.914367173747061779e-01
4.577681391750051398e-01,4.370616889936356775e-01
5.645364016954512731e-01,4.944061149864130700e-01
4.602124120855392020e-01,4.398889375955206127e-01
4.512256990919939481e-01,4.878897249724298835e-01
4.846908627519603829e-01,4.799669882419058120e-01
4.522034619884161000e-01,4.959659115369692839e-01
3.881652825290182740e-01,4.045258691569412202e-01
4.756192616687284769e-01,4.808552016249743044e-01
4.211094590578341457e-01,4.658584906976283579e-01
3.604306302492227276e-01,4.788884220843930839e-01
4.695253732479600650e-01,4.839712492569270275e-01
4.038086529928146540e-01,4.844235471935950388e-01
4.178894828279856588e-01,4.795707335157367579e-01
6.328108725662869860e-01,5.142488251691094137e-01
4.739229355751998218e-01,4.666326796444714153e-01
3.590757555369944454e-01,4.218899833048058712e-01
5.294117042622022984e-01,4.753865393316260013e-01
4.349893887813162108e-01,4.595089476160963970e-01
4.286807974239552621e-01,4.694665548512988451e-01
5.713745737435270700e-01,4.887260001048439051e-01
5.317110449838400310e-01,4.852739231941821663e-01
5.506829661428014333e-01,5.046084784784126143e-01
4.485540597210705416e-01,4.377230211258881787e-01
4.239953635058226755e-01,4.889872372044253845e-01
3.817037048117082332e-01,4.792391944294833173e-01
3.323084801169069458e-01,3.843602961655196437e-01
3.556590754298991630e-01,4.685002308443998453e-01
4.432385498572002369e-01,4.727772897309964750e-01
4.488471020836761749e-01,4.597108113773181737e-01
4.212725611568626238e-01,4.789883104283556570e-01
5.804783481598250194e-01,4.855868902256543773e-01
4.489778630153419270e-01,4.858020657212947513e-01
4.547267138915939144e-01,4.872113965208436093e-01
5.816534378511064585e-01,4.987594960591313908e-01
4.398384063626813445e-01,5.220610922567618939e-01
3.555901793740305905e-01,4.275160544791826722e-01
4.838488288635297563e-01,5.057520205821002257e-01
4.859927103967522921e-01,5.029811835824531396e-01
5.123373692605969199e-01,4.960845915470423750e-01
4.926577964323166636e-01,4.994147605116777133e-01
4.365545345360147822e-01,4.540164828915437822e-01
3.585950541153455351e-01,3.954699566999494986e-01
5.577290883507853847e-01,4.651718088098936166e-01
5.001183349229653130e-01,4.492535407731228503e-01
4.014900767127611569e-01,4.715357103719262089e-01
4.650406898230514674e-01,4.807615924390425954e-01
4.157885710798837620e-01,4.398141402119682963e-01
4.526532917914632970e-01,4.594963139268975483e-01
4.662522308922393277e-01,4.779270147676838443e-01
4.161975881211369410e-01,4.876155039799460744e-01
3.404817172003400394e-01,4.667569587479192261e-01
5.261452669988616604e-01,4.888074770739467834e-01
3.844890236742704026e-01,3.860963847240648783e-01
4.591150906575830470e-01,4.573907022654418175e-01
3.686483054206368681e-01,4.169384540524256333e-01
3.681811999078141717e-01,4.580316130117388917e-01
3.976479928679887976e-01,4.423605712370299869e-01
4.096453033876188421e-01,4.497832546872411741e-01
6.213213394591258210e-01,4.639613536152480955e-01
4.329822634117714841e-01,3.701899121684575911e-01
4.546356174299115427e-01,4.195763513864740890e-01
3.435538305013625671e-01,4.224439441685468588e-01
4.726897169003376753e-01,4.536907071513617273e-01
3.486985157394449364e-01,3.646028198490681715e-01
4.685711482918309967e-01,4.394713364141920597e-01
4.000920585721656764e-01,3.865578952211717323e-01
3.994974828334062478e-01,4.329020649799852904e-01
4.764501150231399418e-01,4.288376221585793457e-01
3.802414677456754655e-01,4.550861564325698327e-01
4.141164440128263236e-01,4.675546259685725570e-01
3.984311461957439349e-01,4.888604265735969068e-01
4.183793421356256648e-01,4.548558872303165579e-01
3.180815114300837854e-01,3.883132905992359163e-01
3.358317583848603460e-01,4.225182185510120147e-01
2.712074746857348062e-01,3.254776043849965661e-01
2.965585509407988596e-01,3.479743699646914989e-01
3.523778466805019827e-01,4.025945445317621330e-01
3.347790246624553490e-01,3.388489560118609356e-01
2.697375721049443675e-01,2.633270888845966606e-01
3.877378641034193718e-01,3.523917408281311836e-01
3.740237973377672498e-01,3.750032424460574276e-01
2.861065855481306208e-01,3.165891722419725829e-01
3.657207340011723318e-01,3.731365128384347418e-01
2.743844563250523727e-01,3.701898786708009981e-01
2.748147434931227373e-01,3.950574540451644578e-01
3.724507196137247789e-01,4.064339199304504713e-01
3.145474403673990116e-01,4.209277503403026088e-01
2.539921917179494004e-01,4.347959726360496324e-01
2.383573693905023660e-01,3.550578247372131457e-01
3.553824110816338200e-01,4.252143879330310128e-01
3.150587296621892852e-01,4.277954858462561516e-01
2.915505837196371575e-01,3.719930628727597388e-01
3.510331451393129409e-01,4.273197314204980612e-01
2.713128397689258398e-01,3.572034329770450434e-01
4.077585504237521974e-01,4.201106544192852454e-01
3.665660812323797701e-01,3.865119239774302828e-01
3.321392888499451468e-01,3.840473662444156555e-01
2.854638737058432518e-01,4.298932446291678922e-01
3.855275244115894395e-01,4.264434803302029620e-01
4.511500429932552292e-01,4.378943274184112777e-01
3.335632819097278379e-01,4.396989697458894009e-01
5.330409362333979884e-01,4.722781786024451423e-01
3.625778292981141071e-01,3.747874406304819161e-01
3.933695624832619364e-01,4.295872631721958101e-01
3.548875327029989979e-01,4.407626335872368850e-01
2.913752042584007440e-01,3.403642722784740449e-01
3.701175699489224202e-01,4.189149168824143343e-01
3.938105922103128931e-01,4.011174714642798955e-01
3.269740807424051932e-01,3.026710080908153189e-01
2.815924658631252520e-01,2.691892948698586530e-01
5.216375213399685462e-01,3.666021171658629396e-01
3.602540132466949263e-01,2.315173060325907417e-01
2.925221758299444419e-01,2.609882436477152234e-01
3.929433233458060615e-01,3.169277910370347229e-01
3.450102071419598460e-01,3.157959329363623224e-01
3.159144240690306971e-01,3.080241794896832475e-01
2.658222362914225978e-01,2.331375560479639897e-01
2.589467154285355344e-01,3.201918138315398843e-01
2.455680415130037375e-01,3.397666957624116413e-01
5.586568624816029560e-01,3.619137625961744709e-01
3.702708531894667310e-01,2.736395396406881009e-01
3.102885882386577920e-01,3.558953490510370354e-01
2.541556919018418403e-01,2.478062793775501205e-01
2.924075643831960392e-01,2.704743720376688310e-01
2.725566840391267509e-01,2.735433718950529558e-01
2.309589429580685138e-01,1.993631163337734047e-01
3.860702347468324414e-01,3.047737351131569183e-01
3.057221282202621793e-01,2.177608316718174231e-01
4.055359318871395446e-01,3.032781871409015451e-01
2.965553425949258859e-01,1.949917624863548582e-01
4.617619097632466030e-01,2.991453763633234453e-01
3.190316907621235654e-01,3.123421855587689699e-01
2.509652854452265602e-01,9.970910736115023987e-02
2.359607440127938216e-01,1.185978212269930276e-01
2.466519087451305992e-01,2.020212737825917704e-01
3.386652171567235969e-01,2.083818220011509070e-01
2.762466576846234201e-01,1.971726512626175709e-01
3.349963188436951844e-01,2.552504086489004731e-01
2.964254495297373726e-01,2.717825851699475770e-01
3.708885202674383486e-01,2.952876376285773485e-01
3.255371512552848734e-01,2.648738776669938288e-01
2.562276191642066658e-01,3.217894585465155277e-01
2.546021690027526763e-01,3.266272672568135693e-01
2.628576034968197472e-01,2.983227464829131259e-01
3.338021783834703715e-01,3.529674396524607460e-01
3.124906789779892113e-01,3.774054529649756295e-01
3.960673227960684883e-01,3.792583496478595384e-01
4.313195332546836402e-01,3.969016326192975619e-01
3.765226661713902967e-01,3.974914775764864516e-01
2.930574712057926190e-01,3.658599529497945646e-01
4.139497057401830826e-01,4.142767530863322167e-01
3.372487916841254707e-01,3.551091963815408148e-01
2.783061556768234857e-01,3.475151692532209013e-01
3.311127883241938852e-01,3.982554841852637417e-01
4.552344350275170370e-01,4.004197823454296312e-01
4.550051982659402139e-01,4.214129439654790144e-01
3.470543346570414966e-01,3.236024387026519844e-01
4.067572689113373441e-01,4.115424389960591900e-01
3.200394109012723032e-01,3.863797378899944679e-01
2.612275268178140819e-01,3.079230906707852156e-01
2.796622203868893708e-01,3.985718003184264280e-01
3.223720959199973812e-01,4.019367853032055904e-01
3.744200614318934361e-01,4.206114276216196823e-01
2.925987071548344365e-01,3.260391874303381066e-01
3.347857068376516310e-01,4.049266238982142108e-01
2.677100192635153419e-01,3.392742516778790574e-01
3.187235174458195042e-01,3.686263514575446321e-01
2.666588027647008863e-01,3.048615172634889792e-01
2.266649360960503179e-01,3.864233669314159347e-01
2.783284737048693502e-01,3.663833802436283205e-01
5.730319204471973071e-01,3.975434116337472901e-01
5.413202158697503208e-01,3.977100371830096237e-01
3.645191116453201374e-01,4.191293958049034929e-01
4.089577652603253455e-01,4.308154501675384163e-01
3.446265629359513971e-01,4.319754459085410891e-01
3.633330547506382624e-01,4.466058354977558986e-01
2.849085395154645761e-01,3.803926728203745888e-01
3.832043449299783466e-01,4.419781112132902257e-01
3.447077378916911239e-01,4.621437615157364398e-01
3.099363506783275324e-01,3.590628124217570272e-01
3.979191198030459509e-01,4.383065347474343620e-01
3.912482736196220001e-01,4.343638010350182599e-01
4.708872145482408955e-01,4.430083750429093525e-01
5.487487292042130260e-01,4.525552517676001973e-01
5.990465039607356657e-01,4.721567145458262504e-01
4.391594472103157454e-01,4.697305140023028125e-01
3.777229010604217230e-01,4.487305466481054661e-01
3.856457992324945350e-01,4.741659116019902864e-01
3.357182429401596169e-01,4.676364892576549415e-01
3.790333191424477555e-01,4.806660820133476508e-01
3.758971800201909019e-01,4.802167703656762821e-01
3.238966784064698512e-01,3.839662316087890659e-01
4.823995545213429770e-01,4.665968853284782059e-01
4.072695619583255322e-01,4.171163055972763045e-01
3.533652318408099235e-01,3.528081903046678125e-01
3.696823040108189184e-01,4.398897678133312228e-01
3.106423126816306723e-01,3.024597170580392014e-01
4.550228708892471996e-01,3.760726810195170189e-01
3.616299034885769315e-01,3.325082528440047591e-01
3.630443464776488272e-01,3.667173752794790076e-01
3.226938510329353527e-01,3.958120192547045502e-01
4.515339562028881648e-01,3.984128041795228503e-01
3.881352319537710871e-01,4.198260363057247924e-01
2.955677272107931075e-01,3.045101762798222422e-01
2.778221074314455863e-01,2.603567650459981953e-01
2.844335709273355661e-01,3.592762817086359028e-01
3.409998498408395307e-01,3.669293248115685357e-01
3.471804026948183686e-01,3.677452402495842709e-01
3.318880305510556461e-01,3.811083701800559442e-01
4.724976377994669630e-01,3.978344102646180214e-01
4.024100897030448154e-01,3.715635514246061755e-01
4.084654219637454675e-01,4.087616491722365630e-01
3.123264009255984353e-01,4.152512470491689367e-01
2.549572780434634089e-01,3.520937894187083916e-01
3.320202246346702357e-01,4.017274754904328060e-01
3.213519990414976935e-01,3.997347778730497292e-01
3.294500052435250792e-01,3.718146700225549717e-01
3.636010547933266057e-01,4.102860179141248897e-01
4.163455830450841777e-01,4.269542429719661580e-01
3.436030240327666574e-01,4.235166219277458621e-01
3.492957183897476003e-01,4.465623787500876962e-01
3.483232554498869593e-01,4.410236388680826014e-01
2.849787766540663458e-01,4.278058133921786022e-01
2.652350842437978251e-01,4.123668175355139076e-01
3.173789297966597145e-01,4.349799304295542401e-01
2.494122050157520087e-01,3.266796271542486974e-01
2.444854944333996472e-01,2.683550578569585676e-01
3.412737186908127995e-01,3.608921727784721867e-01
3.033027454342135387e-01,3.371568511260469303e-01
2.990498856169852004e-01,3.481099874555889095e-01
3.635916152217805175e-01,3.796024520777663280e-01
3.874159676131196939e-01,3.867647918221086556e-01
3.195832221439918186e-01,3.821579115368835544e-01
2.459398445041908743e-01,3.364840603935111973e-01
2.145575899295923405e-01,3.996985757312392362e-01
2.249991598324909692e-01,4.062710783486289112e-01
2.391996700877780102e-01,3.314541383958190535e-01
2.332556764158291995e-01,3.408167468639311526e-01
2.254425813246002941e-01,3.385766115840705415e-01
4.247150356646721692e-01,3.707133137781277732e-01
6.347507726886592039e-01,3.862933973871666704e-01
5.505004397498917124e-01,3.953332826152771151e-01
3.567108716874246577e-01,4.072471065696910975e-01
4.429229815702313555e-01,4.149799533675440633e-01
4.661383622585800746e-01,4.246447010012999179e-01
3.562392477766959109e-01,4.207873500154377666e-01
3.184451091056850203e-01,4.448732457178173338e-01
2.698232815425435360e-01,3.545148279213244380e-01
5.212965209441339232e-01,4.409551338060249126e-01
6.570859468693118766e-01,4.378674076515083891e-01
5.101532462572099247e-01,4.000390725214344467e-01
4.593679212049447402e-01,4.434529433582670155e-01
3.687316314698916297e-01,3.394253566149521562e-01
3.106697680797381178e-01,2.584468869654657497e-01
2.815487114750808706e-01,2.340474061381641602e-01
3.391301744156922648e-01,3.323045804767924549e-01
2.861824816897462487e-01,3.146452852057108340e-01
5.479476392921607264e-01,3.406632128529575865e-01
5.693912262191888063e-01,3.530683806087537846e-01
4.610436978805050323e-01,3.741424575545407860e-01
5.665598519250194531e-01,4.194913531483258629e-01
3.931420916566270574e-01,3.276119132110041354e-01
3.106051511054852554e-01,3.768965164265732914e-01
2.783208780462794740e-01,3.889572825346293006e-01
3.178739633884588578e-01,3.801968978464542737e-01
2.886626087873465085e-01,3.677735206964175552e-01
4.664412292730861775e-01,4.075543478870504721e-01
3.786687675378317408e-01,3.506111814307304453e-01
5.160619316252161859e-01,4.040727558633041561e-01
4.978879264942749350e-01,4.101189850026988326e-01
3.717752046660709464e-01,4.229901242578303355e-01
3.624737345140475187e-01,4.373728358370624347e-01
3.746839777436704599e-01,4.458266003456163862e-01
3.176176401615748990e-01,4.205071191359949223e-01
2.988906804299528708e-01,4.456676110319902073e-01
3.368747438908752945e-01,4.463859036947745995e-01
3.328149724114861652e-01,4.624178574193857361e-01
4.290478632354044475e-01,4.630512498659974940e-01
3.593419240931777781e-01,4.557580004557522102e-01
3.235777942735234003e-01,4.201342022545382360e-01
2.570528374637609526e-01,3.259158723599859808e-01
2.400857114195173447e-01,2.796200587114691105e-01
2.846056423434473182e-01,4.029690883966617343e-01
2.725393168685585898e-01,3.439698496127561733e-01
3.055922963028613326e-01,3.830423453822342506e-01
5.888774097928751727e-01,3.945120605565230476e-01
4.050914827929018580e-01,3.556748850350969215e-01
4.077527119450132798e-01,3.962916897622694723e-01
3.103103346759461534e-01,3.476716383803747368e-01
2.501431893027831199e-01,4.045349950287157048e-01
2.383607421181200281e-01,4.193234711686315563e-01
4.609437355552082893e-01,4.146670443390192418e-01
3.515131789080158109e-01,3.950944131629055001e-01
3.383378886134551511e-01,4.087872815391039305e-01
4.743981093812755789e-01,4.417217729072939192e-01
3.610807205267708708e-01,4.434838400363901867e-01
5.744966848824800687e-01,4.603222130207177965e-01
3.892244551340630077e-01,3.498332996937902895e-01
4.241399986908546138e-01,4.384943556666296982e-01
3.706504791201712390e-01,3.866137095489935449e-01
3.949465450085084539e-01,4.178758701739515580e-01
3.354141300413638893e-01,3.855792200161798355e-01
2.809688386149236661e-01,3.051243608174259991e-01
3.074501740848282205e-01,3.629121983462265111e-01
4.830237617430177544e-01,3.852549918251413352e-01
5.628012451274516659e-01,3.899248497631154775e-01
4.118181679223230640e-01,4.087578453469710715e-01
4.265911769825447841e-01,4.197912658269210562e-01
3.675944224141372008e-01,4.194423666903379644e-01
3.448494361195691971e-01,4.281672142139053561e-01
3.220053297736511499e-01,4.175748270065690049e-01
2.606440485812536734e-01,3.411199851898601421e-01
3.124502437006512201e-01,4.140125369511571396e-01
3.863567411937836038e-01,4.116413159308914826e-01
5.070951786551791685e-01,4.275771696894107299e-01
4.424011856435817736e-01,4.220696131780891647e-01
5.209213769766751767e-01,4.325407166092234412e-01
4.629358304464668006e-01,4.445403133236714432e-01
3.568342943161288972e-01,3.530464695991393231e-01
3.774623892531026037e-01,4.385296718567273100e-01
3.052911649568560981e-01,4.422016548368365996e-01
3.201999969235354015e-01,4.029815929289730647e-01
2.855834880086077221e-01,3.690526854866290618e-01
5.057314427591288464e-01,4.273412410454591193e-01
4.138472470033467410e-01,4.215733909749468378e-01
4.373134661711256532e-01,4.486308868141935524e-01
4.102552211196026644e-01,4.595706427674032257e-01
3.364708140793440383e-01,4.664984904605736782e-01
4.211331188492568600e-01,4.829289543426195097e-01
4.542051806682261272e-01,4.647762913912527050e-01
3.713069146248164643e-01,4.748107224457530640e-01
2.907770406877048797e-01,4.009733614767311272e-01
5.214835221803725274e-01,4.728659094499328419e-01
4.609414813897553254e-01,4.689139896535718943e-01
3.971066202855894067e-01,4.261111024283429916e-01
3.379476387644945179e-01,3.749717891464855457e-01
3.843865441897214019e-01,4.470918235502156501e-01
3.446095902877702177e-01,3.631342753310476956e-01
3.279412137232621816e-01,4.173096399814237856e-01
3.665117263787354140e-01,4.165606237071989293e-01
2.948615820880131633e-01,4.319407570300650701e-01
4.257183918654433574e-01,4.397014102285380366e-01
5.619109736464649174e-01,4.507924468397276341e-01
4.051527703802220159e-01,4.001380081076310602e-01
3.290935624099740053e-01,4.458782347929546863e-01
2.715520344942531361e-01,3.486854619519648146e-01
2.849194873862370692e-01,4.367353043658962486e-01
3.172116404553848579e-01,4.319656269047646435e-01
4.428233769409137821e-01,4.339461100485562106e-01
4.355630930351823693e-01,4.513385013791670342e-01
4.117709258321311516e-01,4.579692363118426091e-01
5.019178558050158001e-01,4.731443485697436335e-01
3.864570200124163302e-01,4.764763323602980716e-01
3.448505507692427585e-01,4.539436441383331022e-01
2.798790954443609591e-01,4.894170170388888463e-01
3.620128092149502708e-01,4.731331316927095409e-01
4.569715260660706102e-01,4.852822470183574821e-01
6.285971885805149428e-01,4.961691414883808160e-01
5.055172075054655823e-01,4.761295597819515946e-01
4.841788289993587124e-01,5.032014510355844461e-01
4.364469644141565352e-01,4.914164626204509667e-01
3.678657225454903257e-01,4.829472537112870500e-01
4.124284069896919647e-01,4.935600838327137141e-01
3.659440287549368120e-01,4.562509846395040869e-01
3.917001875407327693e-01,4.993691996791203014e-01
5.385172406717529947e-01,4.945502466916298356e-01
6.113486568224462125e-01,5.110380569600283529e-01
4.395699288585983577e-01,3.855075494042425888e-01
4.061512952031778312e-01,4.387395526860543571e-01
4.226896297919570111e-01,4.603632746670988096e-01
3.429366924412071138e-01,4.233224392373328704e-01
6.358606172132595935e-01,4.670310728797104072e-01
4.754383271437628844e-01,4.572037441333841601e-01
4.894195611937486312e-01,4.699619486248082789e-01
5.071887419798649654e-01,4.667629060220006565e-01
4.880725743761650248e-01,4.769983126048361055e-01
3.794398680779980104e-01,4.775750284931383205e-01
3.992423600529985128e-01,4.964079433963878296e-01
3.165303387564075699e-01,3.987038322731402129e-01
3.582979506074208675e-01,4.959862472539819933e-01
3.277944893567937279e-01,3.796784043296538846e-01
3.414547056495816357e-01,4.557633237136567428e-01
4.155507575964753064e-01,4.500317871347812027e-01
4.594337504668092320e-01,4.754624033522980575e-01
4.360202816023329708e-01,4.703759303642475187e-01
4.018679238054408964e-01,4.823522300576900124e-01
6.038635344572675923e-01,4.913356429695578953e-01
4.075627030205873913e-01,4.929918152431678191e-01
3.951496391532001162e-01,4.428021552332626065e-01
